accuracy,epoch,loss,step,train_accuracy_epoch,validation_accuracy
0.125,0,1.736877202987671,49,,
0.3125,0,1.5933027267456055,99,,
0.25,0,1.6611634492874146,149,,
0.1875,0,1.8488999605178833,199,,
0.21875,0,1.765160322189331,249,,
0.46875,0,1.438761591911316,299,,
0.21875,0,1.7719478607177734,349,,
0.25,0,1.667089581489563,399,,
0.3125,0,1.5636752843856812,449,,
0.25,0,1.5170117616653442,499,,
0.4375,0,1.448754072189331,549,,
0.40625,0,1.4560106992721558,599,,
0.25,0,1.5026074647903442,649,,
0.25,0,1.4417128562927246,699,,
0.28125,0,1.6679586172103882,749,,
0.4375,0,1.487695336341858,799,,
0.40625,0,1.5664252042770386,849,,
0.46875,0,1.5230746269226074,899,,
0.1875,0,1.6474370956420898,949,,
0.21875,0,1.5573066473007202,999,,
0.28125,0,1.481325387954712,1049,,
0.28125,0,1.5585912466049194,1099,,
0.34375,0,1.6666629314422607,1149,,
0.34375,0,1.443617343902588,1199,,
0.28125,0,1.6731797456741333,1249,,
0.375,0,1.579669713973999,1299,,
0.28125,0,1.495471477508545,1349,,
0.375,0,1.4876679182052612,1399,,
0.5,0,1.438758373260498,1449,,
0.34375,0,1.5992259979248047,1499,,
0.28125,0,1.6233487129211426,1549,,
0.40625,0,1.6917943954467773,1599,,
0.25,0,1.4790211915969849,1649,,
0.21875,0,1.5449473857879639,1699,,
0.375,0,1.656799077987671,1749,,
0.40625,0,1.5325661897659302,1799,,
0.3125,0,1.7025965452194214,1849,,
0.3125,0,1.7765462398529053,1899,,
0.28125,0,1.8272202014923096,1949,,
0.34375,0,1.5867130756378174,1999,,
0.3125,0,1.5444912910461426,2049,,
0.40625,0,1.5783905982971191,2099,,
0.4375,0,1.5448046922683716,2149,,
0.25,0,1.5961782932281494,2199,,
0.5,0,1.5668574571609497,2249,,
0.40625,0,1.513942837715149,2299,,
0.28125,0,1.676715612411499,2349,,
0.4375,0,1.4800145626068115,2399,,
0.5,0,1.5296682119369507,2449,,
0.28125,0,1.7475509643554688,2499,,
0.28125,0,1.628463625907898,2549,,
0.375,0,1.392912745475769,2599,,
0.21875,0,1.7393931150436401,2649,,
0.46875,0,1.5230319499969482,2699,,
0.46875,0,1.5582383871078491,2749,,
0.21875,0,1.757714033126831,2799,,
0.3125,0,1.5391829013824463,2849,,
0.4375,0,1.4183062314987183,2899,,
0.3125,0,1.4472906589508057,2949,,
0.40625,0,1.5829572677612305,2999,,
0.40625,0,1.4490526914596558,3049,,
0.375,0,1.5855133533477783,3099,,
0.375,0,1.4476306438446045,3149,,
0.25,0,1.4800711870193481,3199,,
0.34375,0,1.5367141962051392,3249,,
0.28125,0,1.5685683488845825,3299,,
0.40625,0,1.568545937538147,3349,,
0.4375,0,1.5369454622268677,3399,,
0.21875,0,1.6859337091445923,3449,,
0.4375,0,1.3883618116378784,3499,,
0.3125,0,1.6314626932144165,3549,,
0.34375,0,1.4051406383514404,3599,,
0.4375,0,1.4391429424285889,3649,,
0.28125,0,1.4420924186706543,3699,,
0.28125,0,1.553627848625183,3749,,
0.3125,0,1.56471848487854,3799,,
0.40625,0,1.4550957679748535,3849,,
0.34375,0,1.6132829189300537,3899,,
0.25,0,1.6663124561309814,3949,,
0.34375,0,1.4705379009246826,3999,,
0.28125,0,1.6165443658828735,4049,,
0.28125,0,1.6615185737609863,4099,,
0.34375,0,1.3922770023345947,4149,,
0.3125,0,1.5898782014846802,4199,,
0.28125,0,1.7045493125915527,4249,,
0.28125,0,1.473594307899475,4299,,
0.375,0,1.4362328052520752,4349,,
0.25,0,1.602372169494629,4399,,
0.34375,0,1.6615265607833862,4449,,
0.375,0,1.5259852409362793,4499,,
0.34375,0,1.5439212322235107,4549,,
0.21875,0,1.74347984790802,4599,,
0.28125,0,1.5771327018737793,4649,,
0.34375,0,1.5058774948120117,4699,,
0.4375,0,1.5067492723464966,4749,,
0.40625,0,1.4850373268127441,4799,,
0.375,0,1.4762295484542847,4849,,
0.3125,0,1.5477848052978516,4899,,
0.4375,0,1.4940935373306274,4949,,
0.1875,0,1.6158654689788818,4999,,
0.3125,0,1.581737756729126,5049,,
0.4375,0,1.5022834539413452,5099,,
0.375,0,1.639122724533081,5149,,
0.34375,0,1.410927414894104,5199,,
0.40625,0,1.4695185422897339,5249,,
0.40625,0,1.5387989282608032,5299,,
0.28125,0,1.6812981367111206,5349,,
0.34375,0,1.4970003366470337,5399,,
0.25,0,1.667709469795227,5449,,
0.375,0,1.5571106672286987,5499,,
0.21875,0,1.7058566808700562,5549,,
0.375,0,1.8318268060684204,5599,,
0.25,0,1.565900206565857,5649,,
0.4375,0,1.384065866470337,5699,,
0.34375,0,1.582749605178833,5749,,
0.34375,0,1.5874944925308228,5799,,
0.25,0,1.6084296703338623,5849,,
0.375,0,1.3650399446487427,5899,,
0.3125,0,1.6212880611419678,5949,,
0.28125,0,1.784348726272583,5999,,
0.40625,0,1.3477604389190674,6049,,
0.46875,0,1.592223048210144,6099,,
0.40625,0,1.5853328704833984,6149,,
0.53125,0,1.334524154663086,6199,,
0.3125,0,1.5111751556396484,6249,,
0.34375,0,1.6634376049041748,6299,,
0.40625,0,1.411017894744873,6349,,
0.4375,0,1.482293963432312,6399,,
0.21875,0,1.7257647514343262,6449,,
0.4375,0,1.4381694793701172,6499,,
0.53125,0,1.3503447771072388,6549,,
0.28125,0,1.6178208589553833,6599,,
0.4375,0,1.5578441619873047,6649,,
0.25,0,1.5072143077850342,6699,,
0.4375,0,1.5871385335922241,6749,,
0.375,0,1.4869803190231323,6799,,
0.40625,0,1.581879734992981,6849,,
0.375,0,1.5280976295471191,6899,,
0.5,0,1.6055563688278198,6949,,
0.3125,0,1.6201568841934204,6999,,
0.40625,0,1.408888816833496,7049,,
0.15625,0,1.7155940532684326,7099,,
0.4375,0,1.4367035627365112,7149,,
0.375,0,1.7494816780090332,7199,,
0.46875,0,1.4641921520233154,7249,,
0.34375,0,1.4657100439071655,7299,,
0.25,0,1.721592664718628,7349,,
0.3125,0,1.7146646976470947,7399,,
0.1875,0,1.7430144548416138,7449,,
0.40625,0,1.6641290187835693,7499,,
0.28125,0,1.7618792057037354,7549,,
0.21875,0,1.6691358089447021,7599,,
0.46875,0,1.5356063842773438,7649,,
0.4375,0,1.6205675601959229,7699,,
0.34375,0,1.5370105504989624,7749,,
0.3125,0,1.6849603652954102,7799,,
0.3125,0,1.5979325771331787,7849,,
0.375,0,1.4831480979919434,7899,,
0.28125,0,1.5609115362167358,7949,,
0.28125,0,1.6683099269866943,7999,,
0.3125,0,1.601752519607544,8049,,
0.28125,0,1.5203622579574585,8099,,
0.25,0,1.8115906715393066,8149,,
0.1875,0,1.6149896383285522,8199,,
0.15625,0,1.8856000900268555,8249,,
0.28125,0,1.6235153675079346,8299,,
0.28125,0,1.5038769245147705,8349,,
0.40625,0,1.5719399452209473,8399,,
0.28125,0,1.486072301864624,8449,,
0.34375,0,1.479533314704895,8499,,
