epoch,step,train_accuracy,train_f1_macro,train_f1_micro,train_loss,val_accuracy,val_f1_macro,val_f1_micro
0,9117,,,,,0.3376838266849518,0.09022712707519531,0.3376838266849518
0,9117,0.3350013494491577,0.08999712765216827,0.3350013494491577,1.5759438276290894,,,
1,18235,,,,,0.3376758396625519,0.09021592885255814,0.3376758396625519
1,18235,0.33217716217041016,0.08947737514972687,0.33217716217041016,1.5767443180084229,,,
2,27353,,,,,0.3376758396625519,0.09021592885255814,0.3376758396625519
2,27353,0.3319680988788605,0.0915345773100853,0.3319680988788605,1.5771394968032837,,,
